=====> WARNING: Training dataset length: 0, assuming memorization test!
========== Dataset info ==========
Dataset params: {'file': '/home/ryley/WDK/ML/dataset/turbulence_dataset_clean.csv', 'Cases': ['fp_2540'], 'val_set': ['fp_2540'], 'test_set': ['fp_2540'], 'data_loader': <class 'tbnn.dataloaders.aDataset'>}
Train/Valid/Test points: 155 / 155 / 155
Memorization?: True
Cluster training?: False
EPOCH     LR        TRAIN         VALID             MSE:T/V                  RL:T/V             %NR_t/%NR_v
===============================================================================================================
  1   5.000E-03   8.0990E-01   8.0990E-01   3.2439E-02 / 3.2439E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 10   5.000E-03   9.6951E-02   9.6951E-02   1.3404E-02 / 1.3404E-02   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
 20   5.000E-03   3.6957E-02   3.6957E-02   1.0415E-02 / 1.0415E-02   1.6780E-04 / 1.6780E-04   9.68% / 9.68%
 30   5.000E-03   2.7789E-02   2.7789E-02   1.0076E-02 / 1.0076E-02   2.8803E-05 / 2.8803E-05   7.10% / 7.10%
 40   5.000E-03   2.3890E-02   2.3890E-02   9.7231E-03 / 9.7231E-03   1.8712E-05 / 1.8712E-05   7.10% / 7.10%
 50   5.000E-03   2.1086E-02   2.1086E-02   9.3957E-03 / 9.3957E-03   1.7209E-05 / 1.7209E-05   7.10% / 7.10%
 60   5.000E-03   1.8936E-02   1.8936E-02   9.1188E-03 / 9.1188E-03   5.4504E-06 / 5.4504E-06   5.81% / 5.81%
 70   5.000E-03   1.6737E-02   1.6737E-02   8.7267E-03 / 8.7267E-03   8.6660E-06 / 8.6660E-06   7.10% / 7.10%
 80   5.000E-03   1.4041E-02   1.4041E-02   8.2725E-03 / 8.2725E-03   2.7833E-06 / 2.7833E-06   5.81% / 5.81%
 90   5.000E-03   1.0883E-02   1.0883E-02   7.6589E-03 / 7.6589E-03   3.3881E-07 / 3.3881E-07   3.87% / 3.87%
100   5.000E-03   7.7718E-03   7.7718E-03   6.9758E-03 / 6.9758E-03   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
110   5.000E-03   5.6728E-03   5.6728E-03   6.4216E-03 / 6.4216E-03   0.0000E+00 / 0.0000E+00   0.00% / 0.00%
120   5.000E-03   4.7107E-03   4.7107E-03   6.1029E-03 / 6.1029E-03   5.6858E-07 / 5.6858E-07   2.58% / 2.58%
130   5.000E-03   4.2685E-03   4.2685E-03   5.9616E-03 / 5.9616E-03   6.8491E-07 / 6.8491E-07   2.58% / 2.58%
140   5.000E-03   3.9614E-03   3.9614E-03   5.8670E-03 / 5.8670E-03   8.3838E-07 / 8.3838E-07   2.58% / 2.58%
150   5.000E-03   3.6528E-03   3.6528E-03   5.7828E-03 / 5.7828E-03   2.1829E-06 / 2.1829E-06   3.23% / 3.23%
160   5.000E-03   3.3576E-03   3.3576E-03   5.7204E-03 / 5.7204E-03   1.8913E-06 / 1.8913E-06   2.58% / 2.58%
170   5.000E-03   3.0636E-03   3.0636E-03   5.6504E-03 / 5.6504E-03   2.7026E-06 / 2.7026E-06   2.58% / 2.58%
180   5.000E-03   2.7962E-03   2.7962E-03   5.5939E-03 / 5.5939E-03   2.8884E-06 / 2.8884E-06   3.23% / 3.23%
190   5.000E-03   2.5730E-03   2.5730E-03   5.5448E-03 / 5.5448E-03   2.4020E-06 / 2.4020E-06   2.58% / 2.58%
200   5.000E-03   2.4213E-03   2.4213E-03   5.5103E-03 / 5.5103E-03   2.3412E-06 / 2.3412E-06   2.58% / 2.58%
210   5.000E-03   2.2937E-03   2.2937E-03   5.4487E-03 / 5.4487E-03   5.1701E-06 / 5.1701E-06   2.58% / 2.58%
220   5.000E-03   2.2101E-03   2.2101E-03   5.4275E-03 / 5.4275E-03   3.4875E-06 / 3.4875E-06   2.58% / 2.58%
230   5.000E-03   2.1522E-03   2.1522E-03   5.4047E-03 / 5.4047E-03   3.1045E-06 / 3.1045E-06   3.23% / 3.23%
240   5.000E-03   2.0953E-03   2.0953E-03   5.3783E-03 / 5.3783E-03   3.4339E-06 / 3.4339E-06   3.23% / 3.23%
250   5.000E-03   2.0384E-03   2.0384E-03   5.3482E-03 / 5.3482E-03   3.5693E-06 / 3.5693E-06   3.23% / 3.23%
260   5.000E-03   2.0081E-03   2.0081E-03   5.3091E-03 / 5.3091E-03   4.9687E-06 / 4.9687E-06   3.23% / 3.23%
270   5.000E-03   1.9250E-03   1.9250E-03   5.2967E-03 / 5.2967E-03   2.4783E-06 / 2.4783E-06   2.58% / 2.58%
280   5.000E-03   1.8671E-03   1.8671E-03   5.2693E-03 / 5.2693E-03   3.1462E-06 / 3.1462E-06   3.23% / 3.23%
290   5.000E-03   1.8397E-03   1.8397E-03   5.2550E-03 / 5.2550E-03   1.6375E-06 / 1.6375E-06   2.58% / 2.58%
300   5.000E-03   1.7664E-03   1.7664E-03   5.2185E-03 / 5.2185E-03   2.2382E-06 / 2.2382E-06   2.58% / 2.58%
310   5.000E-03   1.7075E-03   1.7075E-03   5.1936E-03 / 5.1936E-03   1.8854E-06 / 1.8854E-06   2.58% / 2.58%
320   5.000E-03   1.6552E-03   1.6552E-03   5.1722E-03 / 5.1722E-03   1.4994E-06 / 1.4994E-06   3.23% / 3.23%
330   5.000E-03   1.6130E-03   1.6130E-03   5.1553E-03 / 5.1553E-03   7.6614E-07 / 7.6614E-07   1.94% / 1.94%
340   5.000E-03   1.5704E-03   1.5704E-03   5.1212E-03 / 5.1212E-03   1.8734E-06 / 1.8734E-06   3.87% / 3.87%
350   5.000E-03   1.5154E-03   1.5154E-03   5.0974E-03 / 5.0974E-03   1.5054E-06 / 1.5054E-06   3.87% / 3.87%
360   5.000E-03   1.4834E-03   1.4834E-03   5.0666E-03 / 5.0666E-03   2.1468E-06 / 2.1468E-06   3.23% / 3.23%
370   5.000E-03   1.4608E-03   1.4608E-03   5.0496E-03 / 5.0496E-03   1.2980E-06 / 1.2980E-06   1.94% / 1.94%
380   5.000E-03   1.4064E-03   1.4064E-03   5.0266E-03 / 5.0266E-03   1.2805E-06 / 1.2805E-06   1.94% / 1.94%
390   5.000E-03   1.3709E-03   1.3709E-03   5.0099E-03 / 5.0099E-03   7.8335E-07 / 7.8335E-07   1.29% / 1.29%
400   5.000E-03   1.3450E-03   1.3450E-03   4.9720E-03 / 4.9720E-03   2.1048E-06 / 2.1048E-06   3.23% / 3.23%
410   5.000E-03   1.3046E-03   1.3046E-03   4.9535E-03 / 4.9535E-03   1.7936E-06 / 1.7936E-06   3.23% / 3.23%
420   5.000E-03   1.2972E-03   1.2972E-03   4.9385E-03 / 4.9385E-03   1.0095E-06 / 1.0095E-06   1.94% / 1.94%
430   5.000E-03   1.2605E-03   1.2605E-03   4.9079E-03 / 4.9079E-03   2.1440E-06 / 2.1440E-06   3.23% / 3.23%
440   5.000E-03   1.2214E-03   1.2214E-03   4.8903E-03 / 4.8903E-03   1.7423E-06 / 1.7423E-06   3.23% / 3.23%
450   5.000E-03   1.1983E-03   1.1983E-03   4.8691E-03 / 4.8691E-03   1.8148E-06 / 1.8148E-06   2.58% / 2.58%
460   5.000E-03   1.1718E-03   1.1718E-03   4.8463E-03 / 4.8463E-03   1.8702E-06 / 1.8702E-06   1.29% / 1.29%
470   5.000E-03   1.1470E-03   1.1470E-03   4.8236E-03 / 4.8236E-03   2.0532E-06 / 2.0532E-06   2.58% / 2.58%
480   5.000E-03   1.1223E-03   1.1223E-03   4.7972E-03 / 4.7972E-03   2.6120E-06 / 2.6120E-06   3.23% / 3.23%
490   5.000E-03   1.1015E-03   1.1015E-03   4.7850E-03 / 4.7850E-03   1.5043E-06 / 1.5043E-06   3.23% / 3.23%
500   5.000E-03   1.0813E-03   1.0813E-03   4.7670E-03 / 4.7670E-03   1.3212E-06 / 1.3212E-06   3.23% / 3.23%
510   5.000E-03   1.0749E-03   1.0749E-03   4.7490E-03 / 4.7490E-03   1.0151E-06 / 1.0151E-06   3.23% / 3.23%
520   5.000E-03   1.0408E-03   1.0408E-03   4.7265E-03 / 4.7265E-03   1.4471E-06 / 1.4471E-06   3.23% / 3.23%
530   5.000E-03   1.0307E-03   1.0307E-03   4.7095E-03 / 4.7095E-03   1.5128E-06 / 1.5128E-06   3.23% / 3.23%
540   5.000E-03   1.0212E-03   1.0212E-03   4.6894E-03 / 4.6894E-03   1.9894E-06 / 1.9894E-06   3.23% / 3.23%
550   5.000E-03   1.0006E-03   1.0006E-03   4.6741E-03 / 4.6741E-03   1.8266E-06 / 1.8266E-06   2.58% / 2.58%
